Tweet,followers,type,coordinates,City,State,time,epoch_time(EST),Sentiment,Result
Cuba. US and Cuba to re-establish relations. Whaaaaaaaattttttt? Thank you Jay Z and Beyonce !,15,Polygon,"-74.186781, 40.774445; -74.186781, 40.809762; -74.138536, 40.809762; -74.138536, 40.774445",Belleville,NJ,12/17/2014 16:27,1418815658,0.899999976,p
US &amp; Cuba upgraded to frenemies.,1064,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/17/2014 16:27,1418815664,0.600000024,p
DOES THIS MEAN WE'LL FINALLY BE ABLE TO LEGALLY GET GOOD CIGARS? Cuba,509,Polygon,"-86.935419, 35.85036; -86.935419, 36.019674; -86.766934, 36.019674; -86.766934, 35.85036",Franklin,TN,12/17/2014 16:27,1418815666,0.262255013,p
Finally talks with Cuba. So fucking stupid that it's taken this long.,210,Polygon,"-75.788758, 38.451038; -75.788758, 39.839007; -74.984165, 39.839007; -74.984165, 38.451038",Delaware,US,12/17/2014 16:27,1418815672,0.284999996,p
"“More on release of Alan Gross, and Obama's plans to announce major overhaul in U.S. policy toward Cuba:",617,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 16:27,1418815676,1.096000046,p
,235,Polygon,"-117.282538, 32.53962; -117.282538, 33.0804044; -116.9274403, 33.0804044; -116.9274403, 32.53962",San Diego,CA,12/17/2014 16:27,1418815676,0.152429,p
"“More: Alan Gross' ""humanitarian"" release by Cuba was accompanied by a separate spy swap, senior administration offic",617,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 16:28,1418815686,0.465714246,p
Media is all abuzz re: surprising new developments in US / Cuba relations this AM. President to speak noon.,223,Polygon,"-83.67529, 36.540739; -83.67529, 39.466012; -75.16644, 39.466012; -75.16644, 36.540739",Virginia,US,12/17/2014 16:28,1418815711,0.648615003,p
"Don't worry; you can go to Cuba, instead! RT Oh no! My summer vacation plans are ruined!",2032,Polygon,"-79.76259, 40.477383; -79.76259, 45.015851; -71.777492, 45.015851; -71.777492, 40.477383",Nueva York,US,12/17/2014 16:29,1418815778,-0.980000019,n
I must admit I'm a little sad thy my dream of traveling to Cuba before Americans are allowed to do so is now over.,2322,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 16:29,1418815779,-0.732000053,n
Cuba released American Alan Gross into U.S. custody after five years in prison.,10619,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 16:30,1418815825,-0.449999988,n
Where has this AVFC and Mark Cuban rumor come from? I love the idea but just seems far fetched.,185,Polygon,"-80.828921, 32.10853; -80.828921, 32.271075; -80.668573, 32.271075; -80.668573, 32.10853",Hilton Head Island,SC,12/17/2014 16:30,1418815825,0.600000024,p
REPORTS: Heavily Involved in talks between President Obama and the Cuban Dictator Cuba,2982,Polygon,"-84.576827, 33.647549; -84.576827, 33.8868859; -84.289385, 33.8868859; -84.289385, 33.647549",Atlanta,GA,12/17/2014 16:30,1418815830,-0.344000012,n
"El levantamiento del embargo acelerará el cambio político en Cuba, 20 puntos para Obama.",7694,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:30,1418815837,2,p
Ready to retweet this as soon as tweets a complaint about Cuba's human rights record,4810,Polygon,"-88.683702, 44.093111; -88.683702, 44.112322; -88.623345, 44.112322; -88.623345, 44.093111",Butte des Morts,WI,12/17/2014 16:30,1418815838,0.012463003,p
"Welcome home to Alan Gross, former Cuban prisoner, now back on American soil! AlanGross",764,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 16:31,1418815900,-0.600000024,n
This is huge for Cuban/American relations!! Cuba,116,Polygon,"-76.711517, 39.197211; -76.711517, 39.372215; -76.529388, 39.372215; -76.529388, 39.197211",Baltimore,MD,12/17/2014 16:32,1418815949,0.200000003,p
"Sen. RobertMenéndez reacciona AlanGross ""Las acciones del presidente Obama han reivindicado el comportamiento brutal del gob",923,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:33,1418816001,-0.600000024,n
funny. Russia is in trouble and Obama is befriending cuba.,100,Polygon,"-97.425917, 31.413035; -97.425917, 31.456561; -97.387442, 31.456561; -97.387442, 31.413035",McGregor,TX,12/17/2014 16:33,1418816017,-0.029399991,n
Now more jealous of my American friends at school in Montreal who went to Cuba last decade. It'll be ruined by American touris,4810,Polygon,"-88.683702, 44.093111; -88.683702, 44.112322; -88.623345, 44.112322; -88.623345, 44.093111",Butte des Morts,WI,12/17/2014 16:33,1418816022,-0.362931997,n
Contra oposición de algunos republicanos establece históricas relaciones con Cuba y el embargo es un fósil políti,244645,Polygon,"-179.231086, 17.623468; -179.231086, 71.434357; 179.859685, 71.434357; 179.859685, 17.623468",Estados Unidos,TX,12/17/2014 16:33,1418816026,1,p
Obama opening Embassy in Cuba--Good place for DEM &amp; GOP Parties Ruling Class,3462,Polygon,"-95.4371796, 30.0114438; -95.4371796, 30.115585; -95.318449, 30.115585; -95.318449, 30.0114438",Spring,TX,12/17/2014 16:33,1418816036,0.400000006,p
Amazing; presidents of US &amp; Cuba to announce re-establishment of US embassy in Havana &amp; open door for more exchange.,160,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 16:34,1418816046,0.432308495,p
"BREAKING WASHINGTON (AP) -- Alan Gross, American freed after 5 years in Cuban prison, arrives in US, walks from plane.",2379,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:34,1418816048,0.055000007,p
Cuba great excitement awaiting Raul Castro noon TV appearance on historic day in US Cuba relations. Cubans see it as a new,200,Polygon,"-73.933612, 40.785365; -73.933612, 40.91533; -73.765271, 40.91533; -73.765271, 40.785365",Bronx,NY,12/17/2014 16:34,1418816063,1.090000033,p
"US, Cuba to restore diplomatic relations after 50 years",4500,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/17/2014 16:34,1418816064,1,p
"CUBA, wants on our welfare program too.",236,Polygon,"-97.534889, 37.562483; -97.534889, 37.80531; -97.152924, 37.80531; -97.152924, 37.562483",Wichita,KS,12/17/2014 16:34,1418816075,0.514000058,p
US to restore full diplomatic relations with Cuba and open an embassy in Havana for the first time in more than a half centur,247,Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865",New York,NY,12/17/2014 16:34,1418816089,0.652429,p
Cigars and being allowed to vacation in Cuba would be awesome. Lots of Canadians I know go there and it looks beautiful.,331,Polygon,"-78.4643032, 42.519231; -78.4643032, 42.541238; -78.404198, 42.541238; -78.404198, 42.519231",Arcade,NY,12/17/2014 16:35,1418816118,0.675000012,p
"Crowd grows at exile community, Cuban Americans wait for Obama, Castro speech.. US Cuba relations",2882,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 16:35,1418816152,-0.551979184,n
"Ready to go Cuba, admire some gorgeous vintage cars and enjoy a Cuba Libre on the beach (&amp; bring back some soon-to-be-lega",1130,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 16:35,1418816154,0.575333357,p
Cuba: American officials saying U.S. restoring diplomatic ties with Cuba. Obama on TV at noon today.,3931,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 16:36,1418816176,0.625804007,p
President Obama to address United States at Noon - REPORTS: Cuba Dictator to speak in Cuba at same time,2982,Polygon,"-84.576827, 33.647549; -84.576827, 33.8868859; -84.289385, 33.8868859; -84.289385, 33.647549",Atlanta,GA,12/17/2014 16:37,1418816234,0.200000003,p
Cuba is releasing Alan Gross on humanitarian grounds. US releasing Cuban prisoners in controversial move. breakingnews,1170,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/17/2014 16:37,1418816239,0.203697324,p
It figures that Cuba would be the newest lucky recipient of Barack Obama's trademark DiplomaticFellatio. That's more ginger,922,Polygon,"-96.977527, 32.620678; -96.977527, 33.019039; -96.54598, 33.019039; -96.54598, 32.620678",Dallas,TX,12/17/2014 16:37,1418816259,0.300000012,p
All travel restrictions to Cuba lifted except for nonspecific tourism travel. Embassy to open in Havana. breakingnews,1170,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/17/2014 16:38,1418816300,-0.300000012,n
BOO! Congress would not support lifting an embargo on Cuba. -- Sen. Rubio on,2179,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:38,1418816310,-2,n
"Come take my hand, rescue Alan Gross. - Cuba",463,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 16:39,1418816349,1.200000048,p
Cuba's a good litmus test for what commentators are completely out of touch with reality and should be ignored.,63478,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:39,1418816350,0.5,p
".who has accused Obama of coddling dictators, re: Cuba, praised Honduras junta leader last month",4810,Polygon,"-88.683702, 44.093111; -88.683702, 44.112322; -88.623345, 44.112322; -88.623345, 44.093111",Butte des Morts,WI,12/17/2014 16:39,1418816355,-0.217911005,n
Obama and Raul Castro bonded over their love of communism and The Good Wife. Cuba,1136,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 16:39,1418816358,0.550000012,p
I support your efforts to lift cubanembargo and thank you for your help in moving us to normalrelations with Cuba,304,Polygon,"-112.3239143, 33.29026; -112.3239143, 33.8154652; -111.9254391, 33.8154652; -111.9254391, 33.29026",Phoenix,AZ,12/17/2014 16:39,1418816367,0.5,p
Sen At minimum Obama is worst negotiator we've had as president since at least Jimmy Carter maybe in modern histo,2982,Polygon,"-84.576827, 33.647549; -84.576827, 33.8868859; -84.289385, 33.8868859; -84.289385, 33.647549",Atlanta,GA,12/17/2014 16:39,1418816394,-0.49000001,n
"Who's Trynna go to Cuba?! I never been, I gotta see where I'm from",260,Polygon,"-80.150642, 25.9373697; -80.150642, 25.9748627; -80.12375, 25.9748627; -80.12375, 25.9373697",Aventura,FL,12/17/2014 16:40,1418816429,-0.690319002,n
Not realizing the embargo against Cuba was bs,149,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/17/2014 16:40,1418816434,0.850000024,p
"RT WASHINGTON (AP) — Alan Gross, American freed after 5 years in Cuban prison, arrives in US, walks from plane.",174,Polygon,"-106.7916912, 35.0158912; -106.7916912, 35.218114; -106.473745, 35.218114; -106.473745, 35.0158912",Albuquerque,NM,12/17/2014 16:40,1418816450,0.055000007,p
Hyman Roth and the Lakeville Road Boys are behind Obama's surrender to the Cuban regime. Cuba GodfatherII,922,Polygon,"-96.977527, 32.620678; -96.977527, 33.019039; -96.54598, 33.019039; -96.54598, 32.620678",Dallas,TX,12/17/2014 16:41,1418816462,-0.602763712,n
The news between the USA and Cuba is amazing! Not coincidence that it comes a week before Christmas. PeaceOnEarth usacuba,116,Polygon,"-94.742494, 38.81903; -94.742494, 39.044068; -94.607693, 39.044068; -94.607693, 38.81903",Overland Park,KS,12/17/2014 16:41,1418816511,0.49000001,p
"Obama to""normalize"" relations with Cuba. Playing kissy-face with human rights violator, Fidel Castro, is horrible policy.",740,Polygon,"-81.241886, 28.622785; -81.241886, 28.692232; -81.13398, 28.692232; -81.13398, 28.622785",Oviedo,FL,12/17/2014 16:42,1418816534,-1.400000095,n
"Pope Francis and Canada played key role in this historic development between the US and Cuba. Pope wrote letters, Canada ho",1170,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/17/2014 16:42,1418816542,1.275212049,p
Honorable mention for dumb Cuba commentary: Lefties bemoaning how western capitalist influence will spoil Cuba.,63478,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:42,1418816554,-0.726517439,n
Sen. MarcoRubio asegura que las acciones de administración Obama son un error y Cuba no será más democrática,923,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:42,1418816564,-0.560000002,n
cause someone told them Cuba was a bad place and that's all they know,149,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/17/2014 16:43,1418816588,-0.600000024,n
So happy about Cuba. Hmmmm.,745,Polygon,"-105.642833, 36.336865; -105.642833, 36.381064; -105.5754471, 36.381064; -105.5754471, 36.336865",Ranchos de Taos,NM,12/17/2014 16:43,1418816588,0.75,p
"“his is exciting! US &amp; Cuba to start talks to normalise diplomatic ties in historic shift in relations,",245,Polygon,"-121.373464, 43.9992252; -121.373464, 44.120651; -121.2497, 44.120651; -121.2497, 43.9992252",Bend,OR,12/17/2014 16:43,1418816625,0.310402006,p
Sen. Marco Rubio complains about human rights in Cuba while justice for all in America is still just a dream.,6541,Polygon,"-80.073291, 35.911849; -80.073291, 36.07826; -79.9174263, 36.07826; -79.9174263, 35.911849",High Point,NC,12/17/2014 16:43,1418816633,0.618869424,p
One more reason for prophets of Baal conservatives to be mad the Pope...he helped in the Cuba issue..oh that socialist pope,1090,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/17/2014 16:44,1418816662,-0.403894693,n
How long until Americans can travel to Cuba!? Soon I hope.,740,Polygon,"-74.044085, 40.7336; -74.044085, 40.7591594; -74.020431, 40.7591594; -74.020431, 40.7336",Hoboken,NJ,12/17/2014 16:44,1418816672,0.245000005,p
Whoever opens the first Dodge dealership in Cuba is going to be a very wealthy man.,814,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 16:44,1418816694,0.400000006,p
Didn't Gross go to Cuba and break the law by setting up unrestricted internet access? He's an idiot that now has to get,35,Polygon,"-122.0731031, 37.4946345; -122.0731031, 37.5634772; -121.987627, 37.5634772; -121.987627, 37.4946345",Newark,CA,12/17/2014 16:45,1418816752,-0.578000009,n
The President is slated to speak on Cuba a little after 11 a.m. CST - we will air it breaking,1048,Polygon,"-91.51308, 36.970298; -91.51308, 42.508303; -87.019935, 42.508303; -87.019935, 36.970298",Illinois,US,12/17/2014 16:46,1418816769,-0.545000017,n
"This is HUGE. “BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy.”",1005,Polygon,"-111.879045, 41.6793283; -111.879045, 41.797389; -111.7797147, 41.797389; -111.7797147, 41.6793283",Logan,UT,12/17/2014 16:46,1418816776,0.200000003,p
"Normalizing relations with Cuba is a good thing, especially if it affords Cubans &amp; Americans freedom to travel w/out rest",554,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:46,1418816776,0.400000006,p
Here's the fine print from Fact Sheet: Charting a new course on Cuba,2372,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:46,1418816812,-0.275034994,n
"US, Cuba agree to normalize relations",185,Polygon,"-90.418136, 41.696088; -90.418136, 48.306272; -82.122971, 48.306272; -82.122971, 41.696088",Michigan,US,12/17/2014 16:46,1418816818,0.90136236,p
This is the second time Obama has traded for hostages... serious implications for US national security... Cuba,2981,Polygon,"-84.576827, 33.647549; -84.576827, 33.8868859; -84.289385, 33.8868859; -84.289385, 33.647549",Atlanta,GA,12/17/2014 16:47,1418816843,-0.133532017,n
"this should have happened decades ago in the first place. When all other countries work Cuba, our sanctions are",30,Polygon,"-76.451006, 36.989568; -76.451006, 37.112225; -76.273546, 37.112225; -76.273546, 36.989568",Hampton,VA,12/17/2014 16:47,1418816877,0.699999988,p
"We forget, America pays rent for Gitmo, aka Guantanamo Bay, Cuba. Now if that is not weird, I'm lost. Over 100yr",69,Polygon,"-73.508143, 41.187054; -73.508143, 42.8868114; -69.858861, 42.8868114; -69.858861, 41.187054",Massachusetts,US,12/17/2014 16:48,1418816913,-0.375819892,n
History in the making: Obama to announce reestablishment of diplomatic relations with Cuba. About time!!!!! 50 years of failed,11238,Polygon,"-77.421527, 38.894064; -77.421527, 38.939907; -77.361754, 38.939907; -77.361754, 38.894064",Franklin Farm,VA,12/17/2014 16:48,1418816927,-0.699999988,n
"Oh my goodness, Cuba and US restoring diplomatic relations. I went to Cuba when I was 12 for a mission trip. Very formative ex",5666,Polygon,"-118.248823, 34.20542; -118.248823, 34.2523315; -118.221659, 34.2523315; -118.221659, 34.20542",La Crescenta-Montrose,CA,12/17/2014 16:49,1418816991,0.99000001,p
Spending money in Cuba is illegal. Mr. Stryker and Fr. Rudy wouldn't be very happy WELCOMETOTHEPIT,113,Polygon,"-90.135782, 34.994192; -90.135782, 35.2728491; -89.708276, 35.2728491; -89.708276, 34.994192",Memphis,TN,12/17/2014 16:49,1418816992,-0.600000024,n
Probably on amnesty for illegal criminals from Cuba to the US.,38,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/17/2014 16:49,1418816996,-1.200000048,n
"FINALLY ""the U.S. to restore full diplomatic relations with Cuba",63,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:50,1418817049,0.5,p
"Will Cuba and the cubanembargo open a new market? Even though cubanembargo to remain for now, will companies start adverti",304,Polygon,"-112.3239143, 33.29026; -112.3239143, 33.8154652; -111.9254391, 33.8154652; -111.9254391, 33.29026",Phoenix,AZ,12/17/2014 16:51,1418817105,1,p
"Wait, I think I feel a tear welling up. Nope. RT Bob Menendez and Marco Rubio are not happy",509,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/17/2014 16:52,1418817132,-0.400000006,n
Cuba is going to become the new spring break spot lmao,660,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 16:52,1418817137,0.581640005,p
"If I had money, real estate in Cuba is where to go",660,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 16:52,1418817161,0.218378007,p
SPECIAL REPORT: President Obama to announce new policies with Cuba at 12 p.m. Watch Live:,17804,Polygon,"-80.2006, 26.644671; -80.2006, 26.7991205; -80.044639, 26.7991205; -80.044639, 26.644671",West Palm Beach,FL,12/17/2014 16:52,1418817178,0.080835,p
"We are FINALLY restoring diplomatic relations with Cuba. About damn time. Bravo, POTUS!",2349,Polygon,"-83.288056, 42.255085; -83.288056, 42.450488; -82.91052, 42.450488; -82.91052, 42.255085",Detroit,MI,12/17/2014 16:53,1418817221,-1.423190832,n
"muy orgulloso para la familia Gross, pero un terrible precedente en la política de mi país hacia Cuba,",953,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 16:53,1418817227,-0.75,n
Kinda surprised. Prez gave us the fakeout a while back with Cuba. Didn't think we would take it this far. Long overdue.,2960,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/17/2014 16:54,1418817248,-0.702000022,n
my tweets are why USA and Cuba are friends now,6150,Polygon,"-97.928935, 30.127892; -97.928935, 30.5187994; -97.5805133, 30.5187994; -97.5805133, 30.127892",Austin,TX,12/17/2014 16:54,1418817258,1.100000024,p
"Brobama swagger= cuba btw what are the haters smoking? Economy is on fire, Russia is crumbling, ISIS is on the run, but ppl a",196,Polygon,"-71.270426, 42.282413; -71.270426, 42.367744; -71.156939, 42.367744; -71.156939, 42.282413",Newton,MA,12/17/2014 16:56,1418817364,-0.699999988,n
"Does the ""Gronk"" dance! RT Americans who visit Cuba will now be able to bring back Cuban cigars",397,Polygon,"-124.482003, 32.528832; -124.482003, 42.009519; -114.131212, 42.009519; -114.131212, 32.528832",California,US,12/17/2014 16:56,1418817366,0.00663698,p
"Alan Gross Lands in US After 5 Years in Cuba Prison: Held for five years in Cuba, Alan Gross has finally been…",5520,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 16:56,1418817373,-0.410306007,n
News media sets up for Alan Gross statement about his release from Cuban prison. My story on News4,4706,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 16:56,1418817381,-0.49000001,n
"Also, now no-one will be able to claim all Cuba's problems result from US embargo. I'm tired of that argume",2092,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:56,1418817401,0.035480935,p
I can't believe Obama just gave amnesty to Cuba.,197,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 16:56,1418817402,0.980000019,p
Cuba. My understanding is that Obama will be replacing the Castro's as El Jefe. Communists flock together. GoodRiddance,3434,Polygon,"-106.634874, 31.6206683; -106.634874, 31.966068; -106.199987, 31.966068; -106.199987, 31.6206683",El Paso,TX,12/17/2014 16:56,1418817417,0.859304041,p
I am content knowing that an open relationship with Cuba is not any worse than our ridiculous em,2349,Polygon,"-83.288056, 42.255085; -83.288056, 42.450488; -82.91052, 42.450488; -82.91052, 42.255085",Detroit,MI,12/17/2014 16:57,1418817443,-0.375,n
Cuba and the US are friends again? Cigars for everyone!,1503,Polygon,"-111.083219, 32.057802; -111.083219, 32.320979; -110.747928, 32.320979; -110.747928, 32.057802",Tucson,AZ,12/17/2014 16:57,1418817471,1.100000024,p
We don't need passports to travel to Cuba any longer! So cool,294,Polygon,"-80.442683, 25.992486; -80.442683, 26.0632929; -80.2133136, 26.0632929; -80.2133136, 25.992486",Pembroke Pines,FL,12/17/2014 16:58,1418817480,0.73269397,p
White House initiating talks to restore diplomatic relations with Cuba. Obama speaks at noon.,3931,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 16:58,1418817504,0.5,p
N.J Senator Rips Obama for Cuba Prisoner Swap: New Jersey Sen. Robert Menendez is furious at President Obama for a…,4181,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/17/2014 16:58,1418817515,-0.75,n
"this matter goes beyond US-Cuba policy, it puts and contract workers at risk. As for Cuba, sanctions have",953,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 16:59,1418817542,-0.596666694,n
Cuban internet could outpace American pretty quickly with the right approach. The euro cables run closer to Cuba than the US t,569,Polygon,"-65.159095, 17.623468; -65.159095, 18.464984; -64.512674, 18.464984; -64.512674, 17.623468",Virgin Islands,US,12/17/2014 16:59,1418817563,0.391520023,p
Let them condemn it. Our foreign policy with Cuba is decades old and also destructive. Time to c,2349,Polygon,"-83.288056, 42.255085; -83.288056, 42.450488; -82.91052, 42.450488; -82.91052, 42.255085",Detroit,MI,12/17/2014 16:59,1418817596,-0.529031217,n
Cuba! :-) Would like to see it myself before the place gets ruined.,745,Polygon,"-105.642833, 36.336865; -105.642833, 36.381064; -105.5754471, 36.381064; -105.5754471, 36.336865",Ranchos de Taos,NM,12/17/2014 17:00,1418817626,0.300000012,p
West Wing was normalizing relations with Cuba before it was popular.,221,Polygon,"-77.172219, 38.827378; -77.172219, 38.934311; -77.031779, 38.934311; -77.031779, 38.827378",Arlington,VA,12/17/2014 17:01,1418817705,0.600000024,p
"Obama's ability to solve the US-Cuba conundrum is based, partly, on generational shifts among Cuban Americans. AUDIO",3116,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 17:02,1418817732,-0.460000008,n
"Watch now: President Obama announces ""massive changes"" to US-Cuba relations.",33576,Polygon,"-77.601044, 37.447046; -77.601044, 37.61272; -77.385297, 37.61272; -77.385297, 37.447046",Richmond,VA,12/17/2014 17:02,1418817744,0.231195003,p
Today the United States is changing its relationship with Cuba; begin a new chapter,2695,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 17:02,1418817745,0.272206008,p
WATCH LIVE: President Obama is making a massive change with the country's relationship with Cuba,19923,Polygon,"-83.786106, 32.7528097; -83.786106, 32.944825; -83.522053, 32.944825; -83.522053, 32.7528097",Macon,GA,12/17/2014 17:02,1418817756,-0.691034973,n
"How soon now before the floodgates of Cubans refugees starts flowing. Black people need to tell Obama ""Black jobs matter"" tcot",1007,Polygon,"-74.9442258, 39.916215; -74.9442258, 40.0003261; -74.848485, 40.0003261; -74.848485, 39.916215",Mount Laurel,NJ,12/17/2014 17:02,1418817765,-0.49000001,n
"When POTUS speaks to Castro? He should remind him how well things are in Russia today? Sen. Rubio as usual, Useless! A Free Cu",793,Polygon,"-80.3723967, 25.8537281; -80.3723967, 25.8987066; -80.3226816, 25.8987066; -80.3226816, 25.8537281",Hialeah Gardens,FL,12/17/2014 17:02,1418817766,-0.980000019,n
Relations w/CUBA have started.What a wonderful gift from President Obama 2 the world regardless of what the Miami Cubans &amp;,366,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 17:02,1418817779,0.800000012,p
Obama: There is a complicated relationship between the US &amp; Cuba,2981,Polygon,"-84.576827, 33.647549; -84.576827, 33.8868859; -84.289385, 33.8868859; -84.289385, 33.647549",Atlanta,GA,12/17/2014 17:03,1418817784,-0.199642882,n
Kinda surprised to see more Cuba than Fed tweets on my heavily economics feed.,1984,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 17:03,1418817798,-0.344000012,n
"Big news coming out of Cuba, but my Cuban family has little faith. Maybe it's been too long/maybe nothing will change at all",1567,Polygon,"-80.306913, 25.689337; -80.306913, 25.734075; -80.284859, 25.734075; -80.284859, 25.689337",South Miami,FL,12/17/2014 17:03,1418817804,0.400000006,p
