last_name,first_name,party,birthday,gender,type,state,govtrack_id,position
Ryan,Paul,Republican,1/29/1970,M,rep,WI,400351,a
Scalise,Steve,Republican,10/6/1965,M,rep,LA,412261,a
Schweikert,David,Republican,3/3/1962,M,rep,AZ,412399,a
Scott,Austin,Republican,12/10/1969,M,rep,GA,412417,a
Scott,Tim,Republican,9/19/1965,M,sen,SC,412471,a
Sensenbrenner,F.,Republican,6/14/1943,M,rep,WI,400365,a
Sessions,Pete,Republican,3/22/1955,M,rep,TX,400367,a
Shelby,Richard,Republican,5/6/1934,M,sen,AL,300089,a
Shimkus,John,Republican,2/21/1958,M,rep,IL,400373,a
Shuster,Bill,Republican,1/10/1961,M,rep,PA,409888,a
Simpson,Michael,Republican,9/8/1950,M,rep,ID,400376,a
Smith,Adrian,Republican,12/19/1970,M,rep,NE,412217,a
Smith,Christopher,Republican,3/4/1953,M,rep,NJ,400380,a
Smith,Lamar,Republican,11/19/1947,M,rep,TX,400381,a
Stivers,Steve,Republican,3/24/1965,M,rep,OH,412461,a
Stutzman,Marlin,Republican,8/31/1976,M,rep,IN,412392,a
Thompson,Glenn,Republican,7/27/1959,M,rep,PA,412317,a
Thornberry,Mac,Republican,7/15/1958,M,rep,TX,400404,a
Thune,John,Republican,1/7/1961,M,sen,SD,400546,a
Tiberi,Patrick,Republican,10/21/1962,M,rep,OH,400406,a
Tipton,Scott,Republican,11/9/1956,M,rep,CO,412405,a
Toomey,Patrick,Republican,11/17/1961,M,sen,PA,400408,a
Turner,Michael,Republican,1/11/1960,M,rep,OH,400411,a
Upton,Fred,Republican,4/23/1953,M,rep,MI,400414,a
Vitter,David,Republican,5/3/1961,M,sen,LA,400418,a
Walberg,Tim,Republican,4/12/1951,M,rep,MI,412213,a
Walden,Greg,Republican,1/10/1957,M,rep,OR,400419,a
Webster,Daniel,Republican,4/27/1949,M,rep,FL,412410,a
Westmoreland,Lynn,Republican,4/2/1950,M,rep,GA,400627,a
Whitfield,Ed,Republican,5/25/1943,M,rep,KY,400431,a
Wilson,Joe,Republican,7/31/1947,M,rep,SC,400433,a
Wittman,Robert,Republican,2/3/1959,M,rep,VA,412255,a
Womack,Steve,Republican,2/18/1957,M,rep,AR,412402,a
Woodall,Rob,Republican,2/11/1970,M,rep,GA,412416,a
Yoder,Kevin,Republican,1/8/1976,M,rep,KS,412430,a
Young,Don,Republican,6/9/1933,M,rep,AK,400440,a
Young,Todd,Republican,8/24/1972,M,rep,IN,412428,a
Heller,Dean,Republican,5/10/1960,M,sen,NV,412218,a
Amodei,Mark,Republican,6/12/1958,M,rep,NV,412500,a
Massie,Thomas,Republican,1/13/1971,M,rep,KY,412503,a
Salmon,Matt,Republican,1/21/1958,M,rep,AZ,400606,a
Cotton,Tom,Republican,5/13/1977,M,sen,AR,412508,a
LaMalfa,Doug,Republican,7/2/1960,M,rep,CA,412510,a
Cook,Paul,Republican,3/3/1943,M,rep,CA,412513,a
Valadao,David,Republican,4/14/1977,M,rep,CA,412515,a
Yoho,Ted,Republican,4/13/1955,M,rep,FL,412525,a
DeSantis,Ron,Republican,9/14/1978,M,rep,FL,412526,a
Collins,Doug,Republican,8/16/1966,M,rep,GA,412531,a
Davis,Rodney,Republican,1/5/1970,M,rep,IL,412536,a
Walorski,Jackie,Republican,8/17/1963,F,rep,IN,412538,a
Brooks,Susan,Republican,8/25/1960,F,rep,IN,412539,a
Messer,Luke,Republican,2/27/1969,M,rep,IN,412540,a
Barr,Garland,Republican,7/24/1973,M,rep,KY,412541,a
Wagner,Ann,Republican,9/13/1962,F,rep,MO,412548,a
Daines,Steve,Republican,8/20/1962,M,sen,MT,412549,a
Hudson,Richard,Republican,11/4/1971,M,rep,NC,412550,a
Pittenger,Robert,Republican,8/15/1948,M,rep,NC,412551,a
Meadows,Mark,Republican,7/28/1959,M,rep,NC,412552,a
Holding,George,Republican,4/17/1968,M,rep,NC,412553,a
Cramer,Kevin,Republican,1/21/1961,M,rep,ND,412555,a
Fischer,Deb,Republican,3/1/1951,F,sen,NE,412556,a
Collins,Chris,Republican,5/20/1950,M,rep,NY,412563,a
Wenstrup,Brad,Republican,6/17/1958,M,rep,OH,412564,a
Joyce,David,Republican,3/17/1957,M,rep,OH,412566,a
Bridenstine,Jim,Republican,6/15/1975,M,rep,OK,412567,a
Mullin,Markwayne,Republican,7/26/1977,M,rep,OK,412568,a
Perry,Scott,Republican,5/27/1962,M,rep,PA,412569,a
Rothfus,Keith,Republican,4/25/1962,M,rep,PA,412570,a
Rice,Tom,Republican,8/4/1957,M,rep,SC,412572,a
Cruz,Ted,Republican,12/22/1970,M,sen,TX,412573,a
Weber,Randy,Republican,7/2/1953,M,rep,TX,412574,a
Williams,Roger,Republican,9/13/1949,M,rep,TX,412578,a
Stewart,Chris,Republican,7/15/1960,M,rep,UT,412581,a
Sanford,Marshall,Republican,5/28/1960,M,rep,SC,400607,f
Smith,Jason,Republican,6/16/1980,M,rep,MO,412596,a
Byrne,Bradley,Republican,2/16/1955,M,rep,AL,412601,a
Jolly,David,Republican,10/31/1972,M,rep,FL,412603,a
Clawson,Curtis,Republican,9/28/1959,M,rep,FL,412604,a
Brat,David,Republican,7/27/1964,M,rep,VA,412605,a
Dold,Bob,Republican,6/23/1969,M,rep,IL,412420,a
Guinta,Frank,Republican,9/26/1970,M,rep,NH,412447,a
Palmer,Gary,Republican,5/14/1954,M,rep,AL,412608,a
Hill,French,Republican,12/5/1956,M,rep,AR,412609,a
Westerman,Bruce,Republican,11/18/1967,M,rep,AR,412610,a
McSally,Martha,Republican,3/22/1966,F,rep,AZ,412611,a
Knight,Steve,Republican,12/17/1966,M,rep,CA,412614,a
Walters,Mimi,Republican,5/14/1962,F,rep,CA,412618,a
Buck,Ken,Republican,2/16/1959,M,rep,CO,412619,a
Curbelo,Carlos,Republican,3/1/1980,M,rep,FL,412621,a
Carter,Buddy,Republican,9/6/1957,M,rep,GA,412622,a
Hice,Jody,Republican,4/22/1960,M,rep,GA,412623,a
Loudermilk,Barry,Republican,12/22/1963,M,rep,GA,412624,a
Allen,Rick,Republican,11/7/1951,M,rep,GA,412625,a
Blum,Rod,Republican,4/26/1955,M,rep,IA,412627,a
Young,David,Republican,5/11/1968,M,rep,IA,412628,a
Bost,Mike,Republican,12/30/1960,M,rep,IL,412629,a
Abraham,Ralph,Republican,9/16/1954,M,rep,LA,412630,a
Graves,Garret,Republican,1/31/1972,M,rep,LA,412631,a
Poliquin,Bruce,Republican,11/1/1953,M,rep,ME,412633,a
Moolenaar,John,Republican,5/8/1961,M,rep,MI,412634,a
Bishop,Mike,Republican,3/18/1967,M,rep,MI,412635,a
Trott,Dave,Republican,10/16/1960,M,rep,MI,412636,a
Emmer,Tom,Republican,3/3/1961,M,rep,MN,412639,a
Zinke,Ryan,Republican,11/1/1961,M,rep,MT,412640,a
Rouzer,David,Republican,2/16/1972,M,rep,NC,412641,a
MacArthur,Tom,Republican,10/16/1960,M,rep,NJ,412643,a
Hardy,Cresent,Republican,6/23/1957,M,rep,NV,412645,a
Zeldin,Lee,Republican,1/30/1980,M,rep,NY,412646,a
Stefanik,Elise,Republican,7/2/1984,F,rep,NY,412648,a
Katko,John,Republican,11/9/1962,M,rep,NY,412649,a
Russell,Steve,Republican,5/25/1963,M,rep,OK,412650,a
Costello,Ryan,Republican,9/7/1976,M,rep,PA,412651,a
Ratcliffe,John,Republican,10/20/1965,M,rep,TX,412653,a
Hurd,Will,Republican,8/19/1977,M,rep,TX,412654,a
Babin,Brian,Republican,3/23/1948,M,rep,TX,412655,a
Love,Mia,Republican,12/6/1975,F,rep,UT,412656,a
Comstock,Barbara,Republican,6/30/1959,F,rep,VA,412658,a
Newhouse,Dan,Republican,7/10/1955,M,rep,WA,412660,a
Grothman,Glenn,Republican,7/3/1955,M,rep,WI,412661,a
Mooney,Alex,Republican,6/5/1971,M,rep,WV,412662,a
Jenkins,Evan,Republican,9/12/1960,M,rep,WV,412663,a
Amata,Aumua,Republican,12/29/1947,F,rep,AS,412664,a
Sullivan,Dan,Republican,11/13/1964,M,sen,AK,412665,a
Perdue,David,Republican,12/10/1949,M,sen,GA,412666,a
Ernst,Joni,Republican,7/1/1970,F,sen,IA,412667,a
Tillis,Thom,Republican,8/30/1960,M,sen,NC,412668,a
Rounds,Mike,Republican,10/24/1954,M,sen,SD,412669,a
Walker,Bradley,Republican,5/20/1969,M,rep,NC,412670,a
Sasse,Benjamin,Republican,2/22/1972,M,sen,NE,412671,a
