last_name,first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Farenthold,Blake,12/12/1961,M,rep,TX,27,Republican,http://farenthold.house.gov,1027 Longworth HOB; Washington DC 20515-4327,202-225-7742,http://farentholdforms.house.gov/contact/email.htm,http://farenthold.house.gov/index.php?format=feed&amp;type=rss,Farenthold,BlakeFarenthold,1.87E+14,BlakeFarenthold,UC-xQNCjaivVnqozyXtjcqww,F000460,2067,N00031672,,95180,412482,116919,Blake Farenthold,gIQA6OqZKP,21184,Blake Farenthold
Farr,Sam,7/4/1941,M,rep,CA,20,Democrat,http://www.farr.house.gov,1126 Longworth HOB; Washington DC 20515-0520,202-225-2861,https://forms.house.gov/farr/webforms/issue_subscribe.html,http://www.farr.house.gov/index.php?format=feed&amp;type=rss,RepSamFarr,RepSamFarr,7018136294,CongressmanSamFarr,UCoSsBwU28xzKM8lKeeHXEzQ,F000030,368,N00007312,,30645,400129,26745,,gIQAPPNqAP,29313,Sam Farr
Fattah,Chaka,11/21/1956,M,rep,PA,2,Democrat,http://fattah.house.gov,2301 Rayburn HOB; Washington DC 20515-3802,202-225-4001,https://fattahforms.house.gov/contact-rep-fattah,http://www.house.gov/common/rss//index.cfm?rss=34,ChakaFattah,repfattah,1.66E+14,ChakaFattah,UCkTfk-NcVzE1hk-svI6mclw,F000043,371,N00001746,,36763,400130,21850,Chaka Fattah,gIQAvQNqAP,29559,Chaka Fattah
Fincher,Stephen,2/7/1973,M,rep,TN,8,Republican,http://fincher.house.gov,2452 Rayburn HOB; Washington DC 20515-4208,202-225-4714,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,http://fincher.house.gov/rss.xml,RepFincherTN08,RepFincherTN08,1.29E+14,CongressmanFincher,UCDOY7qdLPB7nQuQSWrQPalw,F000458,2064,N00031141,,9268967,412479,124659,,gIQAnqGVKP,21181,Stephen Fincher
Fitzpatrick,Michael,6/28/1963,M,rep,PA,8,Republican,http://fitzpatrick.house.gov,2400 Rayburn HOB; Washington DC 20515-3808,202-225-4276,https://fitzpatrick.house.gov/contact-me/email-me,http://fitzpatrick.house.gov/rss.xml,RepFitzpatrick,RepFitzpatrick,1.32E+14,RepFitzpatrickPA8,UCyhzr8XFw5gpQfDx63YI8_Q,F000451,1797,N00027229,,33378,400646,46971,,gIQApV5UKP,20524,Mike Fitzpatrick
Flake,Jeff,12/31/1962,M,sen,AZ,,Republican,http://www.flake.senate.gov,368 Russell Senate Office Building Washington DC 20510,202-224-4521,http://www.flake.senate.gov/contact.cfm,http://www.flake.senate.gov/public/index.cfm/rss/feed,JeffFlake,senatorjeffflake,,flakeoffice,UCPSnRxko_G21KzwgXmOZaeQ,F000444,1633,N00009573,S358,87582,400134,28128,Jeff Flake,gIQAU2XIAP,20100,Jeff Flake
Fleischmann,Charles,10/11/1962,M,rep,TN,3,Republican,http://fleischmann.house.gov,230 Cannon HOB; Washington DC 20515-4203,202-225-3271,https://fleischmann.house.gov/contact-me/email-me,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,1.90E+14,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061,N00030815,,95146,412476,123456,,gIQAav8tKP,21178,Chuck Fleischmann
Fleming,John,7/5/1951,M,rep,LA,4,Republican,http://fleming.house.gov,2182 Rayburn HOB; Washington DC 20515-1804,202-225-2777,https://fleming.house.gov/contact/contactform.htm,http://fleming.house.gov/news/rss.aspx,RepFleming,repjohnfleming,3.72E+11,larep04,UCLr9rukyGH_m3fNkpYc4djg,F000456,1924,N00029679,,1031345,412275,108811,John Fleming (Louisiana),gIQARR2pAP,20918,John Fleming (U.S. politician)
Flores,Bill,2/25/1954,M,rep,TX,17,Republican,http://flores.house.gov,1030 Longworth HOB; Washington DC 20515-4317,202-225-6105,https://billflores.house.gov/contact/,http://flores.house.gov/common/rss//index.cfm?rss=25,RepBillFlores,RepBillFlores,1.46E+14,RepBillFlores,UCA7MgQ_ccBlCqoxV56B6nmA,F000461,2065,N00031545,,623540,412480,116906,,gIQA9K9UKP,21182,Bill Flores
Forbes,J.,2/17/1952,M,rep,VA,4,Republican,http://forbes.house.gov,2135 Rayburn HOB; Washington DC 20515-4604,202-225-6365,https://forbes.house.gov/contact/contactform.htm,http://forbes.house.gov/news/rss.aspx,Randy_Forbes,randyforbes,3.56E+11,RepRandyForbes,UCf1z2I7fvtDFTTiV1962Olw,F000445,1683,N00013799,,89584,400137,5146,Randy Forbes,gIQAqP2pAP,20143,Randy Forbes
Fortenberry,Jeff,12/27/1960,M,rep,NE,1,Republican,http://fortenberry.house.gov,1514 Longworth HOB; Washington DC 20515-2701,202-225-4806,https://fortenberry.house.gov/contact-me1,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,JeffFortenberry,jefffortenberry,48426842354,JeffFortenberry,UCbWUvw3gQhbFyJzt1Nh6cAA,F000449,1793,N00026631,,1013049,400640,41929,Jeff Fortenberry,gIQAfqrHAP,20518,Jeff Fortenberry
Foxx,Virginia,6/29/1943,F,rep,NC,5,Republican,http://foxx.house.gov,2350 Rayburn HOB; Washington DC 20515-3305,202-225-2071,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,RepVirginiaFoxx,,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,1791,N00026166,,1013052,400643,6051,Virginia Foxx,gIQARSNqAP,20521,Virginia Foxx
Franks,Trent,6/19/1957,M,rep,AZ,8,Republican,http://franks.house.gov,2435 Rayburn HOB; Washington DC 20515-0308,202-225-4576,https://franks.house.gov/contact-me/email-me,http://franks.house.gov/rss.xml,RepTrentFranks,TrentFranks,2.09E+11,,,F000448,1707,N00006423,,1003550,400141,28399,Trent Franks,gIQAbTtMAP,20304,Trent Franks
Frelinghuysen,Rodney,4/29/1946,M,rep,NJ,11,Republican,http://frelinghuysen.house.gov,2306 Rayburn HOB; Washington DC 20515-3011,202-225-5034,https://frelinghuysenforms.house.gov/contact-form,http://frelinghuysen.house.gov/common/rss/?rss=3,USRepRodney,rfrelinghuysen,1.92E+14,RepFrelinghuysen,UCePp5KwEKTtu3GM6gkVIkmg,F000372,414,N00000684,,37781,400142,22177,,gIQAFP2pAP,29541,Rodney Frelinghuysen
Fudge,Marcia,10/29/1952,F,rep,OH,11,Democrat,http://fudge.house.gov,2344 Rayburn HOB; Washington DC 20515-3511,202-225-7032,https://fudgeforms.house.gov/contact-form,http://fudge.house.gov/common/rss//index.cfm?rss=25,RepMarciaFudge,RepMarciaLFudge,2.79E+11,marcialfudge,UClmYIIhIcL-WwtBAy1Dhokg,F000455,1895,N00030490,,1030928,412327,110640,Marcia L. Fudge,gIQAjN2pAP,20941,Marcia Fudge
Garamendi,John,1/24/1945,M,rep,CA,3,Democrat,http://garamendi.house.gov,2438 Rayburn HOB; Washington DC 20515-0503,202-225-1880,https://garamendi.house.gov/contact-me/email-me,http://garamendi.house.gov/rss.xml,RepGaramendi,repgaramendi,1.83E+11,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,1973,N00030856,,18413,412382,29664,,gIQAZT3s6O,20958,John Garamendi
Gardner,Cory,8/22/1974,M,sen,CO,,Republican,http://www.gardner.senate.gov,B40B Dirksen Senate Office Building Washington DC 20510,202-224-5941,,,SenCoryGardner,SenCoryGardner,1.61E+14,,UC7Vi5vAFb7piu_BNwrYDBxQ,G000562,1998,N00030780,S377,623308,412406,30004,Cory Gardner,gIQAAaFWKP,21112,Cory Gardner
Garrett,Scott,7/9/1959,M,rep,NJ,5,Republican,http://garrett.house.gov,2232 Rayburn HOB; Washington DC 20515-3005,202-225-4465,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,http://garrett.house.gov/rss.xml,RepGarrett,repscottgarrett,6756553401,repscottgarrett,UC5DG4Otnhpd3ZnUiEairZTg,G000548,1737,N00000743,,1003601,400145,4430,Scott Garrett,gIQAutKHAP,20336,Scott Garrett
Gibbs,Bob,6/14/1954,M,rep,OH,7,Republican,http://gibbs.house.gov,329 Cannon HOB; Washington DC 20515-3507,202-225-6265,https://gibbs.house.gov/contact-me/email-me,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,1.91E+14,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,2049,N00031128,,1033844,412463,45466,Bob Gibbs,gIQAlN3VKP,21165,Bob Gibbs
Gibson,Christopher,5/13/1964,M,rep,NY,19,Republican,http://gibson.house.gov,1708 Longworth HOB; Washington DC 20515-3219,202-225-5614,http://gibson.house.gov/contact/,http://gibson.house.gov/news/rss.aspx,RepChrisGibson,RepChrisGibson,1.90E+14,repchrisgibson,UCby83MnVnhenAV8F7vZkf-w,G000564,2043,N00031998,,1033827,412453,127042,,gIQAHlhZKP,21156,Chris Gibson (New York politician)
Gohmert,Louie,8/18/1953,M,rep,TX,1,Republican,http://gohmert.house.gov,2243 Rayburn HOB; Washington DC 20515-4301,202-225-3035,http://gohmert.house.gov/contact/,http://gohmert.house.gov/news/rss.aspx,RepLouieGohmert,50375006903,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,1801,N00026148,,1011394,400651,50029,Louie Gohmert,gIQA0GxpAP,20527,Louie Gohmert
Goodlatte,Bob,9/22/1952,M,rep,VA,6,Republican,http://goodlatte.house.gov,2309 Rayburn HOB; Washington DC 20515-4606,202-225-5431,http://goodlatte.house.gov/contacts/new,http://goodlatte.house.gov/press_releases.rss,RepGoodlatte,BobGoodlatte,6459789414,RepBobGoodlatte,UCvjZ1XhXidxiyfm2ICEbNKg,G000289,446,N00009154,,27025,400154,27116,Bob Goodlatte,gIQACAHpAP,39308,Bob Goodlatte
Gosar,Paul,11/22/1958,M,rep,AZ,4,Republican,http://gosar.house.gov,504 Cannon HOB; Washington DC 20515-0304,202-225-2315,https://gosar.house.gov/contact-me/email-me,http://gosar.house.gov/rss.xml,RepGosar,repgosar,1.04E+14,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,1992,N00030771,,62470,412397,123491,Paul Gosar,gIQAzppVKP,21103,Paul Gosar
Gowdy,Trey,8/22/1964,M,rep,SC,4,Republican,http://gowdy.house.gov,1404 Longworth HOB; Washington DC 20515-4004,202-225-6030,https://gowdy.house.gov/forms/writeyourrep/default.aspx,http://gowdy.house.gov/news/rss.aspx,TGowdySC,1.43E+14,1.43E+14,TGowdySC,UCVvxvugtuNZSygB4z4aVfsg,G000566,2058,N00030880,,9268950,412473,121782,Trey Gowdy,gIQAAozZKP,21175,Trey Gowdy
Granger,Kay,1/18/1943,F,rep,TX,12,Republican,http://kaygranger.house.gov,1026 Longworth HOB; Washington DC 20515-4312,202-225-5071,http://kaygranger.house.gov/contact-kay/email-me,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,49640749719,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487,N00008799,,45709,400157,334,,gIQAJGdW9O,29762,Kay Granger
Grassley,Charles,9/17/1933,M,sen,IA,,Republican,http://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,http://www.grassley.senate.gov/constituents/questions-and-comments,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,1.06E+11,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,457,N00001758,S153,1167,300048,53293,Chuck Grassley,gIQAxsWx9O,14226,Chuck Grassley
Graves,Sam,11/7/1963,M,rep,MO,6,Republican,http://graves.house.gov,1415 Longworth HOB; Washington DC 20515-2506,202-225-7041,https://gravesforms.house.gov/email-sam,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,,,,,G000546,1656,N00013323,,89873,400158,9425,,gIQAEvXIAP,20124,Sam Graves
Graves,Tom,2/3/1970,M,rep,GA,14,Republican,http://tomgraves.house.gov,2442 Rayburn HOB; Washington DC 20515-1014,202-225-5211,http://tomgraves.house.gov/contact/,http://tomgraves.house.gov/news/rss.aspx,RepTomGraves,reptomgraves,1.05E+14,CongressmanGraves,UCBxeA4MWCmfUox57bUTEH0g,G000560,1979,N00030788,,11519,412388,31969,Tom Graves,gIQA82YuKP,20962,Tom Graves
Green,Al,9/1/1947,M,rep,TX,9,Democrat,http://algreen.house.gov,2347 Rayburn HOB; Washington DC 20515-4309,202-225-7508,https://algreen.house.gov/contact-me/email-me,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,1.36E+14,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803,N00026686,,1012969,400653,49680,Al Green,gIQA7bXzDP,20529,Al Green (politician)
Green,Gene,10/17/1947,M,rep,TX,29,Democrat,http://green.house.gov,2470 Rayburn HOB; Washington DC 20515-4329,202-225-1688,https://green.house.gov/contact-me/email-me,http://green.house.gov/rss.xml,RepGeneGreen,RepGeneGreen,1.29E+11,RepGeneGreen,UCc6B7e8ontd_yKsPt_6w2oA,G000410,462,N00005870,,26156,400160,27100,,gIQAYwnpAP,39304,Gene Green
Griffith,H.,3/15/1958,M,rep,VA,9,Republican,http://morgangriffith.house.gov,1108 Longworth HOB; Washington DC 20515-4609,202-225-3861,https://morgangriffith.house.gov/contact/contactform.htm,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,1.42E+14,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070,N00032029,,62766,412485,5148,Morgan Griffith,gIQA8LqZKP,21191,Morgan Griffith
Grijalva,Raúl,2/19/1948,M,rep,AZ,3,Democrat,http://grijalva.house.gov,1511 Longworth HOB; Washington DC 20515-0303,202-225-2435,https://grijalvaforms.house.gov/email-raul,http://grijalva.house.gov/common/rss/?rss=13,RepraulGrijalva,Rep.Grijalva,73539896233,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,1708,N00025284,,1003551,400162,28253,Raul M. Grijalva,gIQATZnOAP,20305,Raúl Grijalva
Guthrie,Brett,2/18/1964,M,rep,KY,2,Republican,http://guthrie.house.gov,2434 Rayburn HOB; Washington DC 20515-1702,202-225-3501,http://brettguthrieforms.house.gov/contact/,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,,,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,1922,N00029675,,1031343,412278,18829,Brett Guthrie,gIQAh9rq6O,20916,Brett Guthrie
Gutiérrez,Luis,12/10/1953,M,rep,IL,4,Democrat,http://gutierrez.house.gov,2408 Rayburn HOB; Washington DC 20515-1304,202-225-8203,http://gutierrezforms.house.gov/contact/,http://gutierrez.house.gov/rss.xml,LuisGutierrez,RepGutierrez,91052833204,repluisgutierrez,UCLooufcInrRP1FQn_WY9yDA,G000535,478,N00004874,,23476,400163,26841,Luis V. Gutierrez,gIQADVuzDP,29348,Luis Gutiérrez
Hanna,Richard,1/25/1951,M,rep,NY,22,Republican,http://hanna.house.gov,319 Cannon HOB; Washington DC 20515-3222,202-225-3665,https://hanna.house.gov/email-me,http://hanna.house.gov/index.php?format=feed&amp;type=rss,RepRichardHanna,reprichardhanna,1.72E+14,reprichardhanna,UCgfFot8WPIupNxdo8psDbdQ,H001051,2044,N00030197,,61702,412454,110344,,gIQAQdiXKP,21157,Richard L. Hanna
Harper,Gregg,6/1/1956,M,rep,MS,3,Republican,http://harper.house.gov,307 Cannon HOB; Washington DC 20515-2403,202-225-5031,https://harperforms.house.gov/forms/writeyourrep/,http://harper.house.gov/rss.xml,GreggHarper,GreggHarper,48248435938,congressmanharper,UC9UIowW9bhstVTiMX8znppQ,H001045,1933,N00029632,,1031347,412280,101985,,gIQAg8GpAP,20925,Gregg Harper
Harris,Andy,1/25/1957,M,rep,MD,1,Republican,http://harris.house.gov,1533 Longworth HOB; Washington DC 20515-2001,202-225-5311,https://harris.house.gov/contact-me/email-me,http://harris.house.gov/rss.xml,RepAndyHarrisMD,AndyHarrisMD,5.09E+14,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,2026,N00029147,,1033464,412434,19157,,gIQAN7ZTAP,21139,Andrew P. Harris
Hartzler,Vicky,10/13/1960,F,rep,MO,4,Republican,http://hartzler.house.gov,2235 Rayburn HOB; Washington DC 20515-2504,202-225-2876,https://hartzler.house.gov/contact-me/email-me,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,1.84E+14,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032,N00031005,,95050,412444,8783,Vicky Hartzler,gIQApt5WKP,21149,Vicky Hartzler
Hastings,Alcee,9/5/1936,M,rep,FL,20,Democrat,http://alceehastings.house.gov,2353 Rayburn HOB; Washington DC 20515-0920,202-225-1313,https://alceehastings.house.gov/forms/writeyourrep/?zip5=33407&zip4=3224,http://www.alceehastings.house.gov/news/rss.aspx,RepHastingsFL,95696782238,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,511,N00002884,,1858,400170,26798,Alcee L. Hastings,gIQAz5GpAP,29337,Alcee Hastings
Heck,Joseph,10/30/1961,M,rep,NV,3,Republican,http://heck.house.gov,132 Cannon HOB; Washington DC 20515-2803,202-225-3252,https://heck.house.gov/contact-me,http://heck.house.gov/rss.xml,RepJoeHeck,RepJoeHeck,1.55E+14,repjoeheck,UC0VvLD0dio-Z8OH_bniqsJA,H001055,2040,N00031244,,62662,412446,44082,Joe Heck,gIQAviVUKP,21151,Joe Heck
Heinrich,Martin,10/17/1971,M,sen,NM,,Democrat,http://www.heinrich.senate.gov,702 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact/write-martin,,MartinHeinrich,MartinHeinrich,1.38E+11,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,1937,N00029835,S359,1030686,412281,74517,Martin Heinrich,gIQAkCzTAP,20930,Martin Heinrich
Hensarling,Jeb,5/29/1957,M,rep,TX,5,Republican,http://hensarling.house.gov,2228 Rayburn HOB; Washington DC 20515-4305,202-225-3484,https://hensarling.house.gov/contact/email-me,http://hensarling.house.gov/atom.xml,RepHensarling,RepHensarling,7875604788,repjebhensarling,UCjZWXpz6wypzbL8nK0JNEvg,H001036,1749,N00024922,,1003619,400175,49827,Jeb Hensarling,gIQANKaU9O,20352,Jeb Hensarling
Herrera Beutler,Jaime,11/3/1978,F,rep,WA,3,Republican,http://herrerabeutler.house.gov,1130 Longworth HOB; Washington DC 20515-4703,202-225-3536,http://herrerabeutler.house.gov/contact/,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,1.78E+14,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,2071,N00031559,,95198,412486,101907,,gIQAHQfVKP,21187,Jaime Herrera Beutler
Higgins,Brian,10/6/1959,M,rep,NY,26,Democrat,http://higgins.house.gov,2459 Rayburn HOB; Washington DC 20515-3226,202-225-3306,http://higgins.house.gov/contact/email-brian,http://higgins.house.gov/rss.xml,RepBrianHiggins,RepBrianHiggins,88144056440,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,1794,N00027060,,1013050,400641,23127,Brian Higgins,gIQAnP7UAP,20519,Brian Higgins
Himes,James,7/5/1966,M,rep,CT,4,Democrat,http://himes.house.gov,1227 Longworth HOB; Washington DC 20515-0704,202-225-5541,https://himes.house.gov/contact-me/email-me,http://himes.house.gov/rss.xml,JAHimes,CongressmanJimHimes,85767418619,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,1913,N00029070,,1031341,412282,106744,Jim Himes,gIQAtLEM9O,20907,Jim Himes
Hinojosa,Rubén,8/20/1940,M,rep,TX,15,Democrat,http://hinojosa.house.gov,2262 Rayburn HOB; Washington DC 20515-4315,202-225-2531,https://hinojosa.house.gov/contact-me/email-me,http://hinojosa.house.gov/rss.xml,USRepRHinojosa,CongressmanRubenHinojosa,4.03E+11,RepRubenHinojosa,UCUsbGRi-OlpTxoucZiQ2xCg,H000636,1490,N00006008,,45743,400179,291,Ruben Hinojosa,gIQAvN7UAP,29763,Rubén Hinojosa
Hirono,Mazie,11/3/1947,F,sen,HI,,Democrat,http://www.hirono.senate.gov,330 Hart Senate Office Building Washington DC 20510,202-224-6361,http://www.hirono.senate.gov/contact/email,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,,,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,H001042,1844,N00028139,S361,91216,412200,1677,Mazie K. Hirono,gIQARL7UAP,20713,Mazie Hirono
Hoeven,John,3/13/1957,M,sen,ND,,Republican,http://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,SenatorJohnHoeven,1.94E+14,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,2079,N00031688,S344,85233,412494,41788,John Hoeven,gIQA8Pwz6O,41107,John Hoeven
Honda,Michael,6/27/1941,M,rep,CA,17,Democrat,http://honda.house.gov,1713 Longworth HOB; Washington DC 20515-0517,202-225-2631,http://honda.house.gov/contact,http://www.house.gov/index.php?format=feed&amp;type=rss,RepMikeHonda,RepMikeHonda,15675385380,RepMikeHonda,UC_WqGAzksPJbvjkhlK08xcw,H001034,1634,N00012611,,85565,400185,9674,,gIQA8Id2DP,20103,Mike Honda
Hoyer,Steny,6/14/1939,M,rep,MD,5,Democrat,http://hoyer.house.gov,1705 Longworth HOB; Washington DC 20515-2005,202-225-4131,https://hoyer.house.gov/email-steny,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,WhipHoyer,WhipHoyer,2.83E+11,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,566,N00001821,,1919,400189,26890,Steny Hoyer,gIQA9KQN9O,14873,Steny Hoyer
Huelskamp,Tim,11/11/1968,M,rep,KS,1,Republican,http://huelskamp.house.gov,1110 Longworth HOB; Washington DC 20515-1601,202-225-2715,https://huelskamp.house.gov/contact/email-me,http://huelskamp.house.gov/index.php?format=feed&amp;type=rss,CongHuelskamp,congressmanhuelskamp,,congressmanhuelskamp,UCMMv3kTB9MRVHg8BfgKx6KQ,H001057,2020,N00027649,,86444,412429,12571,Tim Huelskamp,gIQABtpVK,21134,Tim Huelskamp
Huizenga,Bill,1/31/1969,M,rep,MI,2,Republican,http://huizenga.house.gov,1217 Longworth HOB; Washington DC 20515-2202,202-225-4401,http://huizenga.house.gov/contact/,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,1.46E+14,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,2028,N00030673,,1033765,412437,38351,Bill Huizenga,gIQAOyHaKP,21142,Bill Huizenga
Hultgren,Randy,3/1/1966,M,rep,IL,14,Republican,http://hultgren.house.gov,2455 Rayburn HOB; Washington DC 20515-1314,202-225-2976,https://hultgren.house.gov/contact/email-randy,http://hultgren.house.gov/common/rss//index.cfm?rss=49,RepHultgren,RepHultgren,1.86E+14,rephultgren,UCJ6Gvza8hdNmUfoaJEN8dbg,H001059,2015,N00031104,,62575,412422,18199,Randy Hultgren,gIQAHoGVKP,21129,Randy Hultgren
Hunter,Duncan,12/7/1976,M,rep,CA,50,Republican,http://hunter.house.gov,2429 Rayburn HOB; Washington DC 20515-0550,202-225-5672,https://hunter.house.gov/contact-me/email-me,http://hunter.house.gov/rss.xml,Rep_Hunter,DuncanHunter,79072979038,CongressmanHunter,UCV9GfB1e4RILcqb_zXYCDSA,H001048,1909,N00029258,,1032398,412283,104308,,gIQAFspUAP,20963,Duncan D. Hunter
Hurt,Robert,6/16/1969,M,rep,VA,5,Republican,http://hurt.house.gov,125 Cannon HOB; Washington DC 20515-4605,202-225-4711,https://hurt.house.gov/index.cfm/email-me,http://hurt.house.gov/index.cfm/rss/feed,RepRobertHurt,RepRobertHurt,1.20E+14,RepRobertHurt,UCPk3cMrcjfgR9LgQkEuCo7Q,H001060,2069,N00031265,,623558,412484,50895,Robert Hurt,gIQAfrpVKP,21186,Robert Hurt (politician)
Isakson,John,12/28/1944,M,sen,GA,,Republican,http://www.isakson.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,http://www.isakson.senate.gov/public/index.cfm/email-me,http://www.isakson.senate.gov/public/?a=RSS.Feed,SenatorIsakson,,,SenatorIsakson,UCO80zDwuLZHtGr-KOfl_XCQ,I000055,1608,N00002593,S305,59135,400194,1721,Johnny Isakson,gIQAkTA2DP,29909,Johnny Isakson
Israel,Steve,5/30/1958,M,rep,NY,3,Democrat,http://israel.house.gov,2457 Rayburn HOB; Washington DC 20515-3203,202-225-3335,https://israel.house.gov/contact/email-me,http://israel.house.gov/index.php?format=feed&amp;type=rss,RepSteveIsrael,RepSteveIsrael,,repsteveisrael,UCmhEExgsUcylb_QjqEYfsHg,I000057,1663,N00013345,,87911,400195,55440,Steve Israel,gIQAt0jCAP,20129,Steve Israel
Issa,Darrell,11/1/1953,M,rep,CA,49,Republican,http://issa.house.gov,2269 Rayburn HOB; Washington DC 20515-0549,202-225-3906,http://issa.house.gov/contact/contact-me,http://issa.house.gov/feed/,DarrellIssa,darrellissa,19463427992,repdarrellissa,UCIGKQn89GEpNJ6fDhXGauyw,I000056,1640,N00007017,,90066,400196,16553,Darrell Issa,gIQAaSzFAP,20107,Darrell Issa
Jackson Lee,Sheila,1/12/1950,F,rep,TX,18,Democrat,http://jacksonlee.house.gov,2252 Rayburn HOB; Washington DC 20515-4318,202-225-3816,http://jacksonlee.house.gov/contact/,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,1.69E+11,1.69E+11,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,588,N00005818,,36819,400199,21692,,gIQAenpUAP,29573,Sheila Jackson Lee
Jenkins,Lynn,6/10/1963,F,rep,KS,2,Republican,http://lynnjenkins.house.gov,1526 Longworth HOB; Washington DC 20515-1602,202-225-6601,https://lynnjenkins.house.gov/contact-me,http://lynnjenkins.house.gov/common/rss/?rss=220,RepLynnJenkins,replynnjenkins,6974973662,RepLynnJenkins,UCBW06VosGJtZ_wCyGKET5KQ,J000290,1921,N00029077,,1030550,412284,18594,Lynn Jenkins,gIQA8hpUAP,20915,Lynn Jenkins
Johnson,Bill,11/10/1954,M,rep,OH,6,Republican,http://billjohnson.house.gov,1710 Longworth HOB; Washington DC 20515-3506,202-225-5705,http://billjohnson.house.gov/contact/default.aspx,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,1.70E+14,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,2046,N00032088,,623472,412460,120649,Bill Johnson (Ohio),gIQAHF5YKP,21162,Bill Johnson (Ohio politician)
Johnson,Eddie,12/3/1935,F,rep,TX,30,Democrat,http://ebjohnson.house.gov,2468 Rayburn HOB; Washington DC 20515-4330,202-225-8885,https://ebjohnson.house.gov/contact/email-me,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,84096022067,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,599,N00008122,,23352,400204,27098,,gIQAutVSAP,39305,Eddie Bernice Johnson
